sentiment	text
1	I love Harry Potter..
1	i love brokeback mountain!!!.
1	the da vinci code was awesome lah!
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
1	Brokeback mountain was beautiful...
1	However, I love Top Gun and Mission Impossible...
1	I love Harry Potter.
1	The Da Vinci Code was awesome, I can't wait to read it...
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	Brokeback Mountain was so awesome.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	I love The Da Vinci Code...
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	I love Brokeback Mountain.
0	I'm pretty sure im boycotting fucking stupid mission impossible III.
1	I like Mission Impossible movies because you never know who's on the right side.
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
1	Brokeback Mountain was so awesome.
1	we're gonna like watch Mission Impossible or Hoot.(
1	the people who are worth it know how much i love the da vinci code.
0	Harry Potter is evil!!!!!..
1	we're gonna like watch Mission Impossible or Hoot.(
0	Ok brokeback mountain is such a horrible movie.
0	Oh, and Brokeback Mountain was a terrible movie.
0	Da Vinci Code sucks be...
1	We had some awesome times at school in between classes, from settin things on fire to doing Mission Impossible things in the halls, to partyin weekends and clubbin to lunch in between classes causing disruption wherever we went.
0	and i hate Harry Potter.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	dudeee i LOVED brokeback mountain!!!!
0	brokeback mountain was so stupid.
0	So Brokeback Mountain was really depressing.
0	These Harry Potter movies really suck.
1	I love The Da Vinci Code...
1	The Da Vinci Code was absolutely AWESOME!
0	I hate Harry Potter.
1	As sad as it may be that I am now dating my sister, I enjoyed our time together and absolutely loved The Da Vinci Code.
0	I am sick of Harry Potter shit-I am sure the kids must be too...
0	Oh, and Brokeback Mountain was a terrible movie.
0	These Harry Potter movies really suck.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	Brokeback Mountain was boring.
1	Brokeback mountain was beautiful...
1	man i loved brokeback mountain!
1	I love Harry Potter...
0	I did lapse once, created a new account, and left two stupid / short comments on the Brokeback Mountain board.
1	man i loved brokeback mountain!
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	the last stand and Mission Impossible 3 both were awesome movies.
0	Brokeback Mountain was boring.
1	I wanted desperately to love'The Da Vinci Code as a film.
1	Love luv lubb the Da Vinci Code!
1	I do have a job and college, but I love Harry Potter and I will try to sort as often as I can.
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	Love luv lubb the Da Vinci Code!
1	Personally, I love reading Harry Potter books.
0	Oh, and Brokeback Mountain was a terrible movie.
0	Always knows what I want, not guy crazy, hates Harry Potter..
1	Brokeback Mountain was an AWESOME movie.
1	DA VINCI CODE IS AWESOME!!
1	I love Harry Potter.
0	Oh, and Brokeback Mountain was a terrible movie.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	I have read 1984 and I hate Harry Potter..
1	I liked the first " Mission Impossible.
0	I think, on some level of Absolute Denial, I'm actually becoming rather tired of Harry Potter in general.
1	" The Da Vinci Code " is awesome though.
0	Da Vinci Code sucks.
0	After the god-awful “ Mission Impossible 2 ” from John Woo laid a major egg.
0	These Harry Potter movies really suck.
0	I hate Harry Potter..
0	The Da Vinci Code sucked big time.
1	Mission Impossible 3 was excellent.
1	The Da Vinci Code is awesome..
0	Da Vinci Code sucks be...
1	I love Brokeback Mountain.
1	i miss Brokeback Mountain.
0	Ok brokeback mountain is such a horrible movie.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	Oh, and Brokeback Mountain was a terrible movie.
1	I love Brokeback Mountain....
1	The Harry Potter movies are awesome for mocking..
1	i like watching the x-men movies with halle barry and hugh jackson, just like mission impossible with tom cruise.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
0	Brokeback Mountain is fucking horrible..
0	* Harry Potter and the Highly Inappropriate Use of the Headmistress's Office, ( NC-17 ), by Melandry.
0	Is it just me, or does Harry Potter suck?...
1	Mission Impossible kicked ass, Mission Impossible 2 did not.
1	I love Brokeback Mountain....
1	finished reading the da vinci code, which is an awesome book.
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
1	I love Brokeback Mountain.
1	" brokeback mountain "-it was awesome.
0	Oh, and Brokeback Mountain was a terrible movie.
1	da vinci code was an awesome movie...
1	The Da Vinci Code is awesome..
0	Even though Brokeback Mountain is one of the most depressing movies, ever...
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
0	Brokeback Mountain sucked.
1	I, too, like Harry Potter..
1	The Da Vinci Code is awesome..
1	brokeback mountain is awesome.
1	I love Brokeback Mountain....
0	Harry Potter sucks.
0	I hate Harry Potter.
1	What I want to do is dress up like Harry Potter but I don't really have a lot of money and I haven't been able to find anywhere in town that had adult Harry Potter costumes.
1	The Da Vinci Code was absolutely AWESOME!
0	Da Vinci Code sucks be...
1	man i loved brokeback mountain!
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	Brokeback Mountain was boring.
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	Brokeback Mountain was an AWESOME movie.
1	I love Brokeback Mountain.
0	I hate Harry Potter.
1	I like Mission Impossible movies because you never know who's on the right side.
0	Brokeback Mountain was boring.
0	Come out of the closet and please stop making those terrible Mission Impossible movies... < $ BlogBacklinkTitle $ > < $ BlogBacklinkSnippet $ >.
1	Anyway, thats why I love " Brokeback Mountain.
1	the people who are worth it know how much i love the da vinci code.
1	The Da Vinci Code was absolutely AWESOME!
1	The Harry Potter books are completely amazing.
1	Brokeback Mountain was an AWESOME movie.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	Anyway, thats why I love " Brokeback Mountain.
1	Anyway, thats why I love " Brokeback Mountain.
1	So I decided that having an invisibility cloak like Harry Potter would be excellent.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
0	Brokeback Mountain is fucking horrible..
0	but i also hate brokeback mountain and am kind of glad that it lost.
1	Brokeback mountain was beautiful...
0	My dad's being stupid about brokeback mountain...
0	MISSION IMPOSSIBLE 3 SUCKS!!..
1	Brokeback Mountain is bound to be awesome...
1	I love Brokeback Mountain.
0	i heard da vinci code sucked soo much only 2.5 stars:
1	BROKEBACK MOUNTAIN WAS A BEAUTIFUL MOVIE..
1	The Da Vinci Code was absolutely AWESOME!
1	the people who are worth it know how much i love the da vinci code.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
1	Harry Potter and the Philosopher's Stone, J. K. Rowling ( Strangely, I'm a fan of HP fanfic, but not of the book. ).
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	I love Harry Potter and I love making friends.
1	The Da Vinci Code was awesome, I can't wait to read it...
0	The Da Vinci Code sucked big time.
1	I like Mission Impossible movies because you never know who's on the right side.
0	da vinci code was a terrible movie.
0	Da Vinci Code sucks be...
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	The Da Vinci Code sucks, BTW!
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	These Harry Potter movies really suck.
1	And so this girl ( okay, it's totally me ), who loved Equus and Harry Potter in equal measure, BOUGHT A TICKET TO THE SHOW ON MARCH 31st!..
0	I hate Harry Potter..
0	Da Vinci Code sucks.
1	I love Harry Potter, you should try it too.
1	DA VINCI CODE IS AWESOME!!
1	the last stand and Mission Impossible 3 both were awesome movies.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	My dad's being stupid about brokeback mountain...
1	Finally feel up to making the long ass drive out to the Haunt tonight...-and Mission Impossible III was good....
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
0	Ok brokeback mountain is such a horrible movie.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	da vinci code sucks...
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
1	I wanted desperately to love'The Da Vinci Code as a film.
0	Brokeback Mountain was boring.
0	Always knows what I want, not guy crazy, hates Harry Potter..
1	I liked the first " Mission Impossible.
